dataset,source_system,source_code,source_display,target_system,target_code,target_display,similarity,map_type
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-31,kha~jjaH/kha~jjatvam (kEvalavAta),icd11-tm2,2096962667,Migraine disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-32,garBanASaH (kEvalavAta),icd11-tm2,1456177627,Headache due to internal Bukhārāt disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SP45-AAB-33,grIvAstamBaH (kEvalavAta),icd11-tm2,2068261090,Trigeminal neuralgia disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-34,gudaBraMSaH (kEvalavAta),icd11-tm2,183208669,Referred headache due to the involvement of the peritoneum disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SM50-AAB-35,gudArtiH (kEvalavAta),icd11-tm2,1865426792,Referred headache due to the involvement of the liver disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-36-SP1Y,gulPa-grahaH (kEvalavAta),icd11-tm2,2096962667,Migraine disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-37,gRudhrasI (kEvalavAta),icd11-tm2,2068261090,Trigeminal neuralgia disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-37,gRudhrasI (kEvalavAta),icd11-tm2,2096962667,Migraine disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SK91-AAB-38,ghrANanASaH/nAsAhuNDanam (kEvalavAta),icd11-tm2,28171409,Headache due to smell disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-39SP1Y,jAnuBedaH (kEvalavAta),icd11-tm2,473685200,Headache due to derangement of Dam disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-40-SP1Y,jAnuviSleShaH (kEvalavAta),icd11-tm2,2044752251,Headache due to derangement of Sawdā’ disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,EM-2.8.13,pretonmAdaH,icd11-tm2,799425295,Paroxysmal disorders (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SK31-EM-3,apasmAraH,icd11-tm2,1630797216,Epilepsy disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SK31-EM-3,apasmAraH,icd11-tm2,462864539,Seizure disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,EM-3.1,apasmAra-pUrvarUpam,icd11-tm2,462864539,Seizure disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,EM-3.1,apasmAra-pUrvarUpam,icd11-tm2,1630797216,Epilepsy disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,EM-3.2,vAtaja-apasmAraH,icd11-tm2,1630797216,Epilepsy disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,EM-3.3,pittaja-apasmAraH,icd11-tm2,1630797216,Epilepsy disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,EM-3.4,kaPaja-apasmAraH,icd11-tm2,1630797216,Epilepsy disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,EM-3.5,sAnnipAtaja-apasmAraH,icd11-tm2,1630797216,Epilepsy disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,EM-3.6,Agantuja-apasmAraH,icd11-tm2,1630797216,Epilepsy disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,EM-3.6,Agantuja-apasmAraH,icd11-tm2,1259751946,Post-traumatic convulsion disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,EM-5.1,vAtajamadAtyayaH,icd11-tm2,462864539,Seizure disorder (TM2),1.000,equivalent
