dataset,source_system,source_code,source_display,target_system,target_code,target_display,similarity,map_type
ayurveda-to-icd11-tm2,namaste-ayurveda,SR11-AAA-1,vAtasa~jcayaH,icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.120,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SR11-AAA-1,vAtasa~jcayaH,icd11-tm2,616211879,Ascites disorder due to Vata (TM2),0.118,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SR12-AAA-2,vAtavRuddhiH,icd11-tm2,176731627,Renal calculi disorder due to Vata (TM2),0.100,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SR12-AAA-2,vAtavRuddhiH,icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.100,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SR12-AAA-2,vAtavRuddhiH,icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.100,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SR10-AAA-2.1,vAtaprakopaH,icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.125,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SR10-AAA-2.1,vAtaprakopaH,icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.120,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SR10-AAA-2.1,vAtaprakopaH,icd11-tm2,616211879,Ascites disorder due to Vata (TM2),0.118,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.2,prANavAtakopaH,icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.120,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.2,prANavAtakopaH,icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.100,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.2,prANavAtakopaH,icd11-tm2,1647929877,Weakness of thighs due to vata disorder (TM2),0.089,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.3,udAnavAtakopaH,icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.160,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.3,udAnavAtakopaH,icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.150,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.3,udAnavAtakopaH,icd11-tm2,1647929877,Weakness of thighs due to vata disorder (TM2),0.111,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.4,vyAnavAtakopaH,icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.140,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.4,vyAnavAtakopaH,icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.125,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.4,vyAnavAtakopaH,icd11-tm2,1647929877,Weakness of thighs due to vata disorder (TM2),0.111,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.5,samAnavAtakopaH,icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.160,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.5,samAnavAtakopaH,icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.150,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.5,samAnavAtakopaH,icd11-tm2,1647929877,Weakness of thighs due to vata disorder (TM2),0.111,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.6,apAnavAtakopaH,icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.140,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.6,apAnavAtakopaH,icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.125,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAA-2.6,apAnavAtakopaH,icd11-tm2,1647929877,Weakness of thighs due to vata disorder (TM2),0.111,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SR13AAA-3,vAtaprasaraNam,icd11-tm2,176731627,Renal calculi disorder due to Vata (TM2),0.150,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SR13AAA-3,vAtaprasaraNam,icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.150,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SR13AAA-3,vAtaprasaraNam,icd11-tm2,616211879,Ascites disorder due to Vata (TM2),0.147,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SR14-AAA-4,vAtakShayaH,icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.100,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SR14-AAA-4,vAtakShayaH,icd11-tm2,1647929877,Weakness of thighs due to vata disorder (TM2),0.089,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SR14-AAA-4,vAtakShayaH,icd11-tm2,616211879,Ascites disorder due to Vata (TM2),0.088,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB,nAnAtmajavAtavikAraH,icd11-tm2,1647929877,Weakness of thighs due to vata disorder (TM2),0.156,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB,nAnAtmajavAtavikAraH,icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.140,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB,nAnAtmajavAtavikAraH,icd11-tm2,176731627,Renal calculi disorder due to Vata (TM2),0.125,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SQ00-AAB-1,atipralApaH (kEvalavAta),icd11-tm2,616211879,Ascites disorder due to Vata (TM2),0.206,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SQ00-AAB-1,atipralApaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SQ00-AAB-1,atipralApaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SQ05AAB-2,anavasthitacittatvam (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.225,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SQ05AAB-2,anavasthitacittatvam (kEvalavAta),icd11-tm2,1647929877,Weakness of thighs due to vata disorder (TM2),0.222,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SQ05AAB-2,anavasthitacittatvam (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.220,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-3-SP9Y,a~ggamardaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.250,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-3-SP9Y,a~ggamardaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.240,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-3-SP9Y,a~ggamardaH (kEvalavAta),icd11-tm2,176731627,Renal calculi disorder due to Vata (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-4-SP9Y,a~ggaSuShkatA (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.180,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-4-SP9Y,a~ggaSuShkatA (kEvalavAta),icd11-tm2,176731627,Renal calculi disorder due to Vata (TM2),0.175,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-4-SP9Y,a~ggaSuShkatA (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.175,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SP21-AAB-5,a~ggaviBraMSaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.225,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SP21-AAB-5,a~ggaviBraMSaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.220,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SP21-AAB-5,a~ggaviBraMSaH (kEvalavAta),icd11-tm2,176731627,Renal calculi disorder due to Vata (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-6,arditaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.225,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-6,arditaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.220,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-6,arditaH (kEvalavAta),icd11-tm2,1959832913,Haemorrhoid disorder due to Vata (TM2),0.211,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SM1P-AAB-7,arasaj~jatA (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SM1P-AAB-7,arasaj~jatA (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SM1P-AAB-7,arasaj~jatA (kEvalavAta),icd11-tm2,1959832913,Haemorrhoid disorder due to Vata (TM2),0.184,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-8,aSabdaSravaNam (kEvalavAta),icd11-tm2,176731627,Renal calculi disorder due to Vata (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-8,aSabdaSravaNam (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-8,aSabdaSravaNam (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-9,asvapnaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.180,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-9,asvapnaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.175,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-9,asvapnaH (kEvalavAta),icd11-tm2,1959832913,Haemorrhoid disorder due to Vata (TM2),0.158,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-10,akShiBedaH (kEvalavAta),icd11-tm2,1959832913,Haemorrhoid disorder due to Vata (TM2),0.237,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-10,akShiBedaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.225,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-10,akShiBedaH (kEvalavAta),icd11-tm2,1647929877,Weakness of thighs due to vata disorder (TM2),0.222,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-11,akShivyudAsaH (kEvalavAta),icd11-tm2,1959832913,Haemorrhoid disorder due to Vata (TM2),0.211,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-11,akShivyudAsaH (kEvalavAta),icd11-tm2,176731627,Renal calculi disorder due to Vata (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-11,akShivyudAsaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-12,akShiSUlaH (kEvalavAta),icd11-tm2,1647929877,Weakness of thighs due to vata disorder (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-12,akShiSUlaH (kEvalavAta),icd11-tm2,1959832913,Haemorrhoid disorder due to Vata (TM2),0.184,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-12,akShiSUlaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.180,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-13,ATopaH (kEvalavAta),icd11-tm2,1548101303,Headache due to internal Rīḥ disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-13,ATopaH (kEvalavAta),icd11-tm2,139252550,Headache due to external Rīḥ disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-14,AkShepakaH (kEvalavAta),icd11-tm2,2068261090,Trigeminal neuralgia disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SK84-AAB-15,uccaiHSrutiH (kEvalavAta),icd11-tm2,28171409,Headache due to smell disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-16,udarAveShTaH (kEvalavAta),icd11-tm2,633371261,Referred headache due to the involvement of the stomach disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-16,udarAveShTaH (kEvalavAta),icd11-tm2,183208669,Referred headache due to the involvement of the peritoneum disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-17,udAvartaH (kEvalavAta),icd11-tm2,98365649,Headache due to derangement of Balgham disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-17,udAvartaH (kEvalavAta),icd11-tm2,793632017,Headache due to derangement of Ṣafrā’ disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-18,UrustamBaH/ADhyavAtaH (kEvalavAta),icd11-tm2,473685200,Headache due to derangement of Dam disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-19,UrusAdaH (kEvalavAta),icd11-tm2,1550804057,Headache due to excessive coldness disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-20,ekA~ggarogaH (kEvalavAta),icd11-tm2,1923491639,Headache due to excessive hotness disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-21,oShThaBedaH (kEvalavAta),icd11-tm2,2096962667,Migraine disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SL02-AAB-22,kaNThodhvaMsaH (kEvalavAta),icd11-tm2,267839437,Headache due to external Bukhārāt disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-23,karNaSUlaH (kEvalavAta),icd11-tm2,28171409,Headache due to smell disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-23,karNaSUlaH (kEvalavAta),icd11-tm2,2096962667,Migraine disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-24,kampaH/vepathuH (kEvalavAta),icd11-tm2,1550804057,Headache due to excessive coldness disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-25-SM1Y,kaShAyAsyatA (kEvalavAta),icd11-tm2,2086317083,Headache due to infestation disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SP97-AAB-26,klamaH (kEvalavAta),icd11-tm2,1456177627,Headache due to internal Bukhārāt disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SN41-AAB-27,kArShNyam (kEvalavAta),icd11-tm2,256989117,Inflammatory headache disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-28,kubjatvam (kEvalavAta),icd11-tm2,139252550,Headache due to external Rīḥ disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SP61-AAB-29,kArSyam (kEvalavAta),icd11-tm2,1548101303,Headache due to internal Rīḥ disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SN4C-AAB-30,keSaBUmisPuTanam (kEvalavAta),icd11-tm2,2086317083,Headache due to infestation disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-31,kha~jjaH/kha~jjatvam (kEvalavAta),icd11-tm2,2096962667,Migraine disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-32,garBanASaH (kEvalavAta),icd11-tm2,1456177627,Headache due to internal Bukhārāt disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SP45-AAB-33,grIvAstamBaH (kEvalavAta),icd11-tm2,2068261090,Trigeminal neuralgia disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-34,gudaBraMSaH (kEvalavAta),icd11-tm2,183208669,Referred headache due to the involvement of the peritoneum disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SM50-AAB-35,gudArtiH (kEvalavAta),icd11-tm2,1865426792,Referred headache due to the involvement of the liver disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-36-SP1Y,gulPa-grahaH (kEvalavAta),icd11-tm2,2096962667,Migraine disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-37,gRudhrasI (kEvalavAta),icd11-tm2,2068261090,Trigeminal neuralgia disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-37,gRudhrasI (kEvalavAta),icd11-tm2,2096962667,Migraine disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SK91-AAB-38,ghrANanASaH/nAsAhuNDanam (kEvalavAta),icd11-tm2,28171409,Headache due to smell disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-39SP1Y,jAnuBedaH (kEvalavAta),icd11-tm2,473685200,Headache due to derangement of Dam disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-40-SP1Y,jAnuviSleShaH (kEvalavAta),icd11-tm2,2044752251,Headache due to derangement of Sawdā’ disorder (TM2),1.000,equivalent
ayurveda-to-icd11-tm2,namaste-ayurveda,SP95-AAB-41,jRumBA (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.180,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SP95-AAB-41,jRumBA (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.175,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SP95-AAB-41,jRumBA (kEvalavAta),icd11-tm2,1959832913,Haemorrhoid disorder due to Vata (TM2),0.132,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-42SP98,tamaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-42SP98,tamaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-42SP98,tamaH (kEvalavAta),icd11-tm2,1959832913,Haemorrhoid disorder due to Vata (TM2),0.158,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-43,timiraH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.225,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-43,timiraH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.220,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-43,timiraH (kEvalavAta),icd11-tm2,616211879,Ascites disorder due to Vata (TM2),0.206,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-44-SN9Y,tvakSUnyatA (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-44-SN9Y,tvakSUnyatA (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-44-SN9Y,tvakSUnyatA (kEvalavAta),icd11-tm2,1647929877,Weakness of thighs due to vata disorder (TM2),0.178,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-45-SP9Y,todaH (kEvalavAta),icd11-tm2,616211879,Ascites disorder due to Vata (TM2),0.206,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-45-SP9Y,todaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-45-SP9Y,todaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-46SK30,daNDakaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.160,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-46SK30,daNDakaH (kEvalavAta),icd11-tm2,176731627,Renal calculi disorder due to Vata (TM2),0.150,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-46SK30,daNDakaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.150,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-47,dantaBedaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.250,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-47,dantaBedaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.240,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-47,dantaBedaH (kEvalavAta),icd11-tm2,616211879,Ascites disorder due to Vata (TM2),0.206,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-48-SM1Y,dantaSaithilyam (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.225,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-48-SM1Y,dantaSaithilyam (kEvalavAta),icd11-tm2,1647929877,Weakness of thighs due to vata disorder (TM2),0.222,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-48-SM1Y,dantaSaithilyam (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.220,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SN60AAB-49,nakhaBedaH (kEvalavAta),icd11-tm2,176731627,Renal calculi disorder due to Vata (TM2),0.225,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SN60AAB-49,nakhaBedaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.225,related
ayurveda-to-icd11-tm2,namaste-ayurveda,SN60AAB-49,nakhaBedaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.220,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-50SN7Y,hrasvakeSaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-50SN7Y,hrasvakeSaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-50SN7Y,hrasvakeSaH (kEvalavAta),icd11-tm2,1959832913,Haemorrhoid disorder due to Vata (TM2),0.184,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-51,nirAmavAtaH,icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.150,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-51,nirAmavAtaH,icd11-tm2,176731627,Renal calculi disorder due to Vata (TM2),0.125,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-51,nirAmavAtaH,icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.120,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-52,pakShAghAtaH/pakShavadhaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.180,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-52,pakShAghAtaH/pakShavadhaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.175,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-52,pakShAghAtaH/pakShavadhaH (kEvalavAta),icd11-tm2,1959832913,Haemorrhoid disorder due to Vata (TM2),0.158,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-53SK21,pA~ggulyam (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-53SK21,pA~ggulyam (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.200,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-53SK21,pA~ggulyam (kEvalavAta),icd11-tm2,176731627,Renal calculi disorder due to Vata (TM2),0.150,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-54SK5Y,pAdaBraMSaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.180,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-54SK5Y,pAdaBraMSaH (kEvalavAta),icd11-tm2,616211879,Ascites disorder due to Vata (TM2),0.176,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-54SK5Y,pAdaBraMSaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.175,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-55SP4Y,pAdaSUlaH (kEvalavAta),icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.160,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-55SP4Y,pAdaSUlaH (kEvalavAta),icd11-tm2,176731627,Renal calculi disorder due to Vata (TM2),0.150,related
ayurveda-to-icd11-tm2,namaste-ayurveda,AAB-55SP4Y,pAdaSUlaH (kEvalavAta),icd11-tm2,557452938,Integumentary disorder due to vata (TM2),0.150,related
