dataset,source_system,source_code,source_display,target_system,target_code,target_display,similarity,map_type
unani-to-icd11-tm2,namaste-unani,A-29.1,Sakta Damwiyya,icd11-tm2,1415223757,Impairment of Dam disorder (TM2),0.219,related
unani-to-icd11-tm2,namaste-unani,A-29.1,Sakta Damwiyya,icd11-tm2,1315700352,Stroke due to Balgham disorder (TM2),0.194,related
unani-to-icd11-tm2,namaste-unani,A-29.2,Sakta Balghamiyya,icd11-tm2,1315700352,Stroke due to Balgham disorder (TM2),0.333,related
unani-to-icd11-tm2,namaste-unani,A-29.2,Sakta Balghamiyya,icd11-tm2,932800247,Asthma due to Balgham disorder (TM2),0.306,related
unani-to-icd11-tm2,namaste-unani,A-29.2,Sakta Balghamiyya,icd11-tm2,98365649,Headache due to derangement of Balgham disorder (TM2),0.226,related
unani-to-icd11-tm2,namaste-unani,A-29.3,Sakta Sawdāwiyya,icd11-tm2,2044752251,Headache due to derangement of Sawdā’ disorder (TM2),0.388,related
unani-to-icd11-tm2,namaste-unani,A-29.3,Sakta Sawdāwiyya,icd11-tm2,137827444,Vertigo and giddiness due to Sawdā’ disorder (TM2),0.388,related
unani-to-icd11-tm2,namaste-unani,A-29.3,Sakta Sawdāwiyya,icd11-tm2,1948824392,Epilepsy due to derangement of Sawdā’ disorder (TM2),0.388,related
unani-to-icd11-tm2,namaste-unani,A-29.4,Sakta Iḥtiqāniyya,icd11-tm2,1737019901,Habitual constipation disorder (TM2),0.222,related
unani-to-icd11-tm2,namaste-unani,A-29.4,Sakta Iḥtiqāniyya,icd11-tm2,1591164577,Scrotal dermatitis disorder (TM2),0.212,related
unani-to-icd11-tm2,namaste-unani,A-29.4,Sakta Iḥtiqāniyya,icd11-tm2,58514729,Acute rhinitis disorder (TM2),0.207,related
unani-to-icd11-tm2,namaste-unani,A-29.5,Sakta Jildiyya,icd11-tm2,1373985328,Scrotal pain disorder (TM2),0.259,related
unani-to-icd11-tm2,namaste-unani,A-29.5,Sakta Jildiyya,icd11-tm2,108709926,Palatal polyp disorder (TM2),0.250,related
unani-to-icd11-tm2,namaste-unani,A-29.5,Sakta Jildiyya,icd11-tm2,1125050639,Faecal fistula disorder (TM2),0.241,related
unani-to-icd11-tm2,namaste-unani,A-29.6,Sakta Ri’wiyya,icd11-tm2,1373985328,Scrotal pain disorder (TM2),0.222,related
unani-to-icd11-tm2,namaste-unani,A-29.6,Sakta Ri’wiyya,icd11-tm2,1209404767,Scalp pain disorder (TM2),0.200,related
unani-to-icd11-tm2,namaste-unani,A-29.6,Sakta Ri’wiyya,icd11-tm2,381547252,Heart pain disorder (TM2),0.200,related
unani-to-icd11-tm2,namaste-unani,A-29.7,Sakta Suddiyya,icd11-tm2,1030035985,Vyapeta hiccough disorder (TM2),0.226,related
unani-to-icd11-tm2,namaste-unani,A-29.7,Sakta Suddiyya,icd11-tm2,1060789661,Scalp tumour disorder (TM2),0.222,related
unani-to-icd11-tm2,namaste-unani,A-29.7,Sakta Suddiyya,icd11-tm2,71045915,Stroke due to Sawdā ' disorder (TM2),0.222,related
unani-to-icd11-tm2,namaste-unani,A-29.8,Sakta Ḍarbiyya,icd11-tm2,1209404767,Scalp pain disorder (TM2),0.200,related
unani-to-icd11-tm2,namaste-unani,A-29.8,Sakta Ḍarbiyya,icd11-tm2,381547252,Heart pain disorder (TM2),0.200,related
unani-to-icd11-tm2,namaste-unani,A-29.8,Sakta Ḍarbiyya,icd11-tm2,1918241818,Stomatitis disorder (TM2),0.200,related
unani-to-icd11-tm2,namaste-unani,A-29.9,Sakta Mawlūdiyya,icd11-tm2,1373985328,Scrotal pain disorder (TM2),0.259,related
unani-to-icd11-tm2,namaste-unani,A-29.9,Sakta Mawlūdiyya,icd11-tm2,255978954,Scrotal swelling disorder (TM2),0.226,related
unani-to-icd11-tm2,namaste-unani,A-29.9,Sakta Mawlūdiyya,icd11-tm2,673947354,Facial palsy disorder (TM2),0.222,related
unani-to-icd11-tm2,namaste-unani,A-30,Jumūd/ Shukhūṣ/ Ākhidha/Mudrika/ Qāṭūkhaṣ,icd11-tm2,265948938,Circular eruptions on neck and head disorder due to three dosha (TM2),0.203,related
unani-to-icd11-tm2,namaste-unani,A-30,Jumūd/ Shukhūṣ/ Ākhidha/Mudrika/ Qāṭūkhaṣ,icd11-tm2,923541522,Ludwig’s angina disorder (TM2),0.182,related
unani-to-icd11-tm2,namaste-unani,A-30,Jumūd/ Shukhūṣ/ Ākhidha/Mudrika/ Qāṭūkhaṣ,icd11-tm2,1214940578,"Jaundice disorder due to increased Vaḷi, Aẕal and Aiya kutram (TM2)",0.179,related
unani-to-icd11-tm2,namaste-unani,A-31,Istirkhā’,icd11-tm2,11955507,Indigestion disorder (TM2),0.192,related
unani-to-icd11-tm2,namaste-unani,A-31,Istirkhā’,icd11-tm2,1285730850,Insatiation disorder (TM2),0.192,related
unani-to-icd11-tm2,namaste-unani,A-31,Istirkhā’,icd11-tm2,1149003012,Ascites disorder (TM2),0.182,related
unani-to-icd11-tm2,namaste-unani,A-32,Fālij,icd11-tm2,543963543,Flatulence disorder (TM2),0.120,related
unani-to-icd11-tm2,namaste-unani,A-32,Fālij,icd11-tm2,673947354,Facial palsy disorder (TM2),0.111,related
unani-to-icd11-tm2,namaste-unani,A-32,Fālij,icd11-tm2,187053776,Mole disorder (TM2),0.105,related
unani-to-icd11-tm2,namaste-unani,A-32.1,Fālij Wabā’ī,icd11-tm2,198059528,Eyelid wart disorder (TM2),0.154,related
unani-to-icd11-tm2,namaste-unani,A-32.1,Fālij Wabā’ī,icd11-tm2,673947354,Facial palsy disorder (TM2),0.148,related
unani-to-icd11-tm2,namaste-unani,A-32.1,Fālij Wabā’ī,icd11-tm2,435722194,Fistula in ano disorder (TM2),0.138,related
unani-to-icd11-tm2,namaste-unani,A-33,Tashannuj,icd11-tm2,636964423,Trachoma disorder (TM2),0.174,related
unani-to-icd11-tm2,namaste-unani,A-33,Tashannuj,icd11-tm2,15169137,Torus palatinus disorder (TM2),0.167,related
unani-to-icd11-tm2,namaste-unani,A-33,Tashannuj,icd11-tm2,526277942,Nausea disorder (TM2),0.143,related
unani-to-icd11-tm2,namaste-unani,A-33.1,Tashannuj Māddī/ Tashannuj Raṭb/ Tashannuj Imtilā’ī,icd11-tm2,906258493,Painful acid eructatons disorder (TM2),0.231,related
unani-to-icd11-tm2,namaste-unani,A-33.1,Tashannuj Māddī/ Tashannuj Raṭb/ Tashannuj Imtilā’ī,icd11-tm2,1151602874,"Pile mass in anus disorder due to increased Vaḷi , Aẕal and Aiyam (TM2)",0.225,related
unani-to-icd11-tm2,namaste-unani,A-33.1,Tashannuj Māddī/ Tashannuj Raṭb/ Tashannuj Imtilā’ī,icd11-tm2,1155257714,Ascites disorder due to Kapha (TM2),0.212,related
unani-to-icd11-tm2,namaste-unani,A-33.2,Tashannuj Yubsī/ Tashannuj Istifrāghī,icd11-tm2,10548153,Tetanus disorder (TM2),0.216,related
unani-to-icd11-tm2,namaste-unani,A-33.2,Tashannuj Yubsī/ Tashannuj Istifrāghī,icd11-tm2,1047219329,Cataract due to kapha disorder (TM2),0.216,related
unani-to-icd11-tm2,namaste-unani,A-33.2,Tashannuj Yubsī/ Tashannuj Istifrāghī,icd11-tm2,2055987526,Tinnitus disorder (TM2),0.216,related
unani-to-icd11-tm2,namaste-unani,A-33.3,Tashannuj Īdhā’ī,icd11-tm2,15169137,Torus palatinus disorder (TM2),0.233,related
unani-to-icd11-tm2,namaste-unani,A-33.3,Tashannuj Īdhā’ī,icd11-tm2,636964423,Trachoma disorder (TM2),0.217,related
unani-to-icd11-tm2,namaste-unani,A-33.3,Tashannuj Īdhā’ī,icd11-tm2,516187391,Emprosthotonus disorder (TM2),0.207,related
unani-to-icd11-tm2,namaste-unani,A-33.4,Tashannuj al-Aṭfāl,icd11-tm2,1640417330,Aggrevation of Aẕal causing neuralgia disorder (TM2),0.511,related
unani-to-icd11-tm2,namaste-unani,A-33.4,Tashannuj al-Aṭfāl,icd11-tm2,858983158,Aggrevation of Aẕal causing tremors disorder (TM2),0.511,related
unani-to-icd11-tm2,namaste-unani,A-33.4,Tashannuj al-Aṭfāl,icd11-tm2,1515966870,Pain in the ears due to aggrevation of Aẕal disorder (TM2),0.511,related
unani-to-icd11-tm2,namaste-unani,A-33.5,Tashannuj al-Nufsā’,icd11-tm2,1640417330,Aggrevation of Aẕal causing neuralgia disorder (TM2),0.388,related
unani-to-icd11-tm2,namaste-unani,A-33.5,Tashannuj al-Nufsā’,icd11-tm2,858983158,Aggrevation of Aẕal causing tremors disorder (TM2),0.388,related
unani-to-icd11-tm2,namaste-unani,A-33.5,Tashannuj al-Nufsā’,icd11-tm2,1515966870,Pain in the ears due to aggrevation of Aẕal disorder (TM2),0.388,related
unani-to-icd11-tm2,namaste-unani,A-33.6,Tashannuj Wajhī,icd11-tm2,636964423,Trachoma disorder (TM2),0.217,related
unani-to-icd11-tm2,namaste-unani,A-33.6,Tashannuj Wajhī,icd11-tm2,15169137,Torus palatinus disorder (TM2),0.200,related
unani-to-icd11-tm2,namaste-unani,A-33.6,Tashannuj Wajhī,icd11-tm2,526277942,Nausea disorder (TM2),0.190,related
unani-to-icd11-tm2,namaste-unani,A-34,Ḍu‘f al-Dimāgh,icd11-tm2,1640417330,Aggrevation of Aẕal causing neuralgia disorder (TM2),0.388,related
unani-to-icd11-tm2,namaste-unani,A-34,Ḍu‘f al-Dimāgh,icd11-tm2,858983158,Aggrevation of Aẕal causing tremors disorder (TM2),0.388,related
unani-to-icd11-tm2,namaste-unani,A-34,Ḍu‘f al-Dimāgh,icd11-tm2,1515966870,Pain in the ears due to aggrevation of Aẕal disorder (TM2),0.388,related
unani-to-icd11-tm2,namaste-unani,A-35,Dhakāwa al-Ḥiss,icd11-tm2,1640417330,Aggrevation of Aẕal causing neuralgia disorder (TM2),0.325,related
unani-to-icd11-tm2,namaste-unani,A-35,Dhakāwa al-Ḥiss,icd11-tm2,858983158,Aggrevation of Aẕal causing tremors disorder (TM2),0.325,related
unani-to-icd11-tm2,namaste-unani,A-35,Dhakāwa al-Ḥiss,icd11-tm2,1515966870,Pain in the ears due to aggrevation of Aẕal disorder (TM2),0.325,related
unani-to-icd11-tm2,namaste-unani,A-36,Ṣudā‘,icd11-tm2,462864539,Seizure disorder (TM2),0.136,related
unani-to-icd11-tm2,namaste-unani,A-36,Ṣudā‘,icd11-tm2,1349233699,Sinusitis disorder (TM2),0.125,related
unani-to-icd11-tm2,namaste-unani,A-36,Ṣudā‘,icd11-tm2,709874787,Spongy gums disorder (TM2),0.115,related
unani-to-icd11-tm2,namaste-unani,A-36.1,Ṣudā‘ Ḥārr,icd11-tm2,2032525894,Jaundice disorder (TM2),0.217,related
unani-to-icd11-tm2,namaste-unani,A-36.1,Ṣudā‘ Ḥārr,icd11-tm2,1349233699,Sinusitis disorder (TM2),0.208,related
unani-to-icd11-tm2,namaste-unani,A-36.1,Ṣudā‘ Ḥārr,icd11-tm2,159071881,Severe jaundice disorder (TM2),0.200,related
unani-to-icd11-tm2,namaste-unani,A-36.2,Ṣudā‘ Bārid,icd11-tm2,462864539,Seizure disorder (TM2),0.182,related
unani-to-icd11-tm2,namaste-unani,A-36.2,Ṣudā‘ Bārid,icd11-tm2,2032525894,Jaundice disorder (TM2),0.174,related
unani-to-icd11-tm2,namaste-unani,A-36.2,Ṣudā‘ Bārid,icd11-tm2,1741936461,Duodenal ulcer disorder (TM2),0.172,related
unani-to-icd11-tm2,namaste-unani,A-36.3,Ṣudā‘ Damawī,icd11-tm2,575613828,Bladder carcinoma disorder (TM2),0.156,related
unani-to-icd11-tm2,namaste-unani,A-36.3,Ṣudā‘ Damawī,icd11-tm2,70057373,Cough disorder due to haemophobia (TM2),0.154,related
unani-to-icd11-tm2,namaste-unani,A-36.3,Ṣudā‘ Damawī,icd11-tm2,1476160534,Jaundice disorder with abdominal pain (TM2),0.140,related
