dataset,source_system,source_code,source_display,target_system,target_code,target_display,similarity,map_type
siddha-to-icd11-tm2,namaste-siddha,ABD,Mukkuṟṟam,icd11-tm2,443509835,Loose stools disorder caused by derangement of Mukkuṟṟam (TM2),1.000,equivalent
siddha-to-icd11-tm2,namaste-siddha,AC,Maṇṇīral Nōy,icd11-tm2,799425295,Paroxysmal disorders (TM2),0.192,related
siddha-to-icd11-tm2,namaste-siddha,AC,Maṇṇīral Nōy,icd11-tm2,899934291,Maculopathy disorder (TM2),0.192,related
siddha-to-icd11-tm2,namaste-siddha,AC,Maṇṇīral Nōy,icd11-tm2,28632456,Menorrhagia disorder (TM2),0.192,related
siddha-to-icd11-tm2,namaste-siddha,ACA,Vaḷi,icd11-tm2,2114808325,Wheal disorder (TM2),0.150,related
siddha-to-icd11-tm2,namaste-siddha,ACA,Vaḷi,icd11-tm2,490388898,Ranula disorder (TM2),0.143,related
siddha-to-icd11-tm2,namaste-siddha,ACA,Vaḷi,icd11-tm2,985195023,Varicose ulcer disorder (TM2),0.138,related
siddha-to-icd11-tm2,namaste-siddha,ACD,Mukkuṟṟam,icd11-tm2,633060687,Mukkuṟṟam aggravation and headache disorder (TM2),1.000,equivalent
siddha-to-icd11-tm2,namaste-siddha,ACD,Mukkuṟṟam,icd11-tm2,1809663796,Cough due to derangement of Mukkuṟṟam disorder (TM2),1.000,equivalent
siddha-to-icd11-tm2,namaste-siddha,ACD,Mukkuṟṟam,icd11-tm2,443509835,Loose stools disorder caused by derangement of Mukkuṟṟam (TM2),1.000,equivalent
siddha-to-icd11-tm2,namaste-siddha,AD,Nīr Vēṭkai Nōy,icd11-tm2,18972171,Nerve weakness disorder (TM2),0.207,related
siddha-to-icd11-tm2,namaste-siddha,AD,Nīr Vēṭkai Nōy,icd11-tm2,654580944,Hard nephritis disorder (TM2),0.207,related
siddha-to-icd11-tm2,namaste-siddha,AD,Nīr Vēṭkai Nōy,icd11-tm2,262260792,Nocturnal urticaria disorder (TM2),0.206,related
siddha-to-icd11-tm2,namaste-siddha,ADA,Vaḷi,icd11-tm2,2114808325,Wheal disorder (TM2),0.150,related
siddha-to-icd11-tm2,namaste-siddha,ADA,Vaḷi,icd11-tm2,490388898,Ranula disorder (TM2),0.143,related
siddha-to-icd11-tm2,namaste-siddha,ADA,Vaḷi,icd11-tm2,985195023,Varicose ulcer disorder (TM2),0.138,related
siddha-to-icd11-tm2,namaste-siddha,ADA1.1,Vaḷi Nīr Vēṭkai Nōy,icd11-tm2,1264397227,Jaundice disorder due to aiyam (TM2),0.250,related
siddha-to-icd11-tm2,namaste-siddha,ADA1.1,Vaḷi Nīr Vēṭkai Nōy,icd11-tm2,614350249,Anaemia disorder due to pica (TM2),0.235,related
siddha-to-icd11-tm2,namaste-siddha,ADA1.1,Vaḷi Nīr Vēṭkai Nōy,icd11-tm2,1526532820,Pain in tooth due to Vaḷi disorder (TM2),0.225,related
siddha-to-icd11-tm2,namaste-siddha,ADB1.1,Aẕal Nīr Vēṭkai Nōy,icd11-tm2,1640417330,Aggrevation of Aẕal causing neuralgia disorder (TM2),0.325,related
siddha-to-icd11-tm2,namaste-siddha,ADB1.1,Aẕal Nīr Vēṭkai Nōy,icd11-tm2,858983158,Aggrevation of Aẕal causing tremors disorder (TM2),0.325,related
siddha-to-icd11-tm2,namaste-siddha,ADB1.1,Aẕal Nīr Vēṭkai Nōy,icd11-tm2,1515966870,Pain in the ears due to aggrevation of Aẕal disorder (TM2),0.325,related
siddha-to-icd11-tm2,namaste-siddha,ADB1.2,Iraca Nīr Vēṭkai Nōy,icd11-tm2,614350249,Anaemia disorder due to pica (TM2),0.235,related
siddha-to-icd11-tm2,namaste-siddha,ADB1.2,Iraca Nīr Vēṭkai Nōy,icd11-tm2,38171281,Prepucial tears disorder (TM2),0.233,related
siddha-to-icd11-tm2,namaste-siddha,ADB1.2,Iraca Nīr Vēṭkai Nōy,icd11-tm2,1061345180,Indirect inguinal hernia disorder (TM2),0.231,related
siddha-to-icd11-tm2,namaste-siddha,ADC1.1,Aiya Nīr Vēṭkai Nōy,icd11-tm2,2065018174,Aiya aggravation and headache disorder (TM2),0.325,related
siddha-to-icd11-tm2,namaste-siddha,ADC1.1,Aiya Nīr Vēṭkai Nōy,icd11-tm2,1214940578,"Jaundice disorder due to increased Vaḷi, Aẕal and Aiya kutram (TM2)",0.325,related
siddha-to-icd11-tm2,namaste-siddha,ADC1.1,Aiya Nīr Vēṭkai Nōy,icd11-tm2,614350249,Anaemia disorder due to pica (TM2),0.235,related
siddha-to-icd11-tm2,namaste-siddha,ADC1.2,Ceriyā Nīr Vēṭkai Nōy,icd11-tm2,555005513,Uterine tumor disorder (TM2),0.250,related
siddha-to-icd11-tm2,namaste-siddha,ADC1.2,Ceriyā Nīr Vēṭkai Nōy,icd11-tm2,364625249,Peripheral neuritis disorder (TM2),0.235,related
siddha-to-icd11-tm2,namaste-siddha,ADC1.2,Ceriyā Nīr Vēṭkai Nōy,icd11-tm2,1121071345,Indigestion disorder due to kapha (TM2),0.231,related
siddha-to-icd11-tm2,namaste-siddha,ADD,Mukkuṟṟam,icd11-tm2,633060687,Mukkuṟṟam aggravation and headache disorder (TM2),1.000,equivalent
siddha-to-icd11-tm2,namaste-siddha,ADD,Mukkuṟṟam,icd11-tm2,1809663796,Cough due to derangement of Mukkuṟṟam disorder (TM2),1.000,equivalent
siddha-to-icd11-tm2,namaste-siddha,ADD,Mukkuṟṟam,icd11-tm2,443509835,Loose stools disorder caused by derangement of Mukkuṟṟam (TM2),1.000,equivalent
siddha-to-icd11-tm2,namaste-siddha,ADD1.1,Mukkuṟṟa Nīr Vēṭkai Nōy,icd11-tm2,633060687,Mukkuṟṟam aggravation and headache disorder (TM2),0.325,related
siddha-to-icd11-tm2,namaste-siddha,ADD1.1,Mukkuṟṟa Nīr Vēṭkai Nōy,icd11-tm2,1809663796,Cough due to derangement of Mukkuṟṟam disorder (TM2),0.325,related
siddha-to-icd11-tm2,namaste-siddha,ADD1.1,Mukkuṟṟa Nīr Vēṭkai Nōy,icd11-tm2,443509835,Loose stools disorder caused by derangement of Mukkuṟṟam (TM2),0.325,related
siddha-to-icd11-tm2,namaste-siddha,AE,Ūtal Nōy,icd11-tm2,468572879,Otalgia disorder (TM2),0.227,related
siddha-to-icd11-tm2,namaste-siddha,AE,Ūtal Nōy,icd11-tm2,108709926,Palatal polyp disorder (TM2),0.214,related
siddha-to-icd11-tm2,namaste-siddha,AE,Ūtal Nōy,icd11-tm2,1493015227,Odontalgia disorder (TM2),0.200,related
siddha-to-icd11-tm2,namaste-siddha,AEA,Vaḷi,icd11-tm2,2114808325,Wheal disorder (TM2),0.150,related
siddha-to-icd11-tm2,namaste-siddha,AEA,Vaḷi,icd11-tm2,490388898,Ranula disorder (TM2),0.143,related
siddha-to-icd11-tm2,namaste-siddha,AEA,Vaḷi,icd11-tm2,985195023,Varicose ulcer disorder (TM2),0.138,related
siddha-to-icd11-tm2,namaste-siddha,AEA1.1,Vaḷi Ūtal Nōy,icd11-tm2,723401449,Vasodilatation disorder (TM2),0.241,related
siddha-to-icd11-tm2,namaste-siddha,AEA1.1,Vaḷi Ūtal Nōy,icd11-tm2,1236474281,Palpitation disorder (TM2),0.231,related
siddha-to-icd11-tm2,namaste-siddha,AEA1.1,Vaḷi Ūtal Nōy,icd11-tm2,355713327,Salpingitis disorder (TM2),0.231,related
siddha-to-icd11-tm2,namaste-siddha,AEB1.1,Aẕal Ūtal Nōy,icd11-tm2,1640417330,Aggrevation of Aẕal causing neuralgia disorder (TM2),0.388,related
siddha-to-icd11-tm2,namaste-siddha,AEB1.1,Aẕal Ūtal Nōy,icd11-tm2,858983158,Aggrevation of Aẕal causing tremors disorder (TM2),0.388,related
siddha-to-icd11-tm2,namaste-siddha,AEB1.1,Aẕal Ūtal Nōy,icd11-tm2,1515966870,Pain in the ears due to aggrevation of Aẕal disorder (TM2),0.388,related
siddha-to-icd11-tm2,namaste-siddha,AEC1.1,Aiya Ūtal Nōy,icd11-tm2,2065018174,Aiya aggravation and headache disorder (TM2),0.388,related
siddha-to-icd11-tm2,namaste-siddha,AEC1.1,Aiya Ūtal Nōy,icd11-tm2,1214940578,"Jaundice disorder due to increased Vaḷi, Aẕal and Aiya kutram (TM2)",0.388,related
siddha-to-icd11-tm2,namaste-siddha,AEC1.1,Aiya Ūtal Nōy,icd11-tm2,1901778594,Anorectal disorders (TM2),0.240,related
siddha-to-icd11-tm2,namaste-siddha,AED,Mukkuṟṟam,icd11-tm2,633060687,Mukkuṟṟam aggravation and headache disorder (TM2),1.000,equivalent
siddha-to-icd11-tm2,namaste-siddha,AED,Mukkuṟṟam,icd11-tm2,1809663796,Cough due to derangement of Mukkuṟṟam disorder (TM2),1.000,equivalent
siddha-to-icd11-tm2,namaste-siddha,AED,Mukkuṟṟam,icd11-tm2,443509835,Loose stools disorder caused by derangement of Mukkuṟṟam (TM2),1.000,equivalent
siddha-to-icd11-tm2,namaste-siddha,AED1.1,Mukkuṟṟa Ūtal Nōy,icd11-tm2,633060687,Mukkuṟṟam aggravation and headache disorder (TM2),0.388,related
siddha-to-icd11-tm2,namaste-siddha,AED1.1,Mukkuṟṟa Ūtal Nōy,icd11-tm2,1809663796,Cough due to derangement of Mukkuṟṟam disorder (TM2),0.388,related
siddha-to-icd11-tm2,namaste-siddha,AED1.1,Mukkuṟṟa Ūtal Nōy,icd11-tm2,443509835,Loose stools disorder caused by derangement of Mukkuṟṟam (TM2),0.388,related
siddha-to-icd11-tm2,namaste-siddha,B,Tōl Nōykaḷ,icd11-tm2,1003923813,Total body paralysis disorder (TM2),0.229,related
siddha-to-icd11-tm2,namaste-siddha,B,Tōl Nōykaḷ,icd11-tm2,1361484453,Boil disorder (TM2),0.211,related
siddha-to-icd11-tm2,namaste-siddha,B,Tōl Nōykaḷ,icd11-tm2,510786647,Tonsillitis disorder (TM2),0.192,related
siddha-to-icd11-tm2,namaste-siddha,BA,Akki,icd11-tm2,1606080290,Skin disorders (TM2),0.100,related
siddha-to-icd11-tm2,namaste-siddha,BA,Akki,icd11-tm2,1881501495,Stroke disorder (TM2),0.095,related
siddha-to-icd11-tm2,namaste-siddha,BA,Akki,icd11-tm2,1405861608,Anosmia disorder (TM2),0.091,related
siddha-to-icd11-tm2,namaste-siddha,BAA,Vaḷi,icd11-tm2,2114808325,Wheal disorder (TM2),0.150,related
siddha-to-icd11-tm2,namaste-siddha,BAA,Vaḷi,icd11-tm2,490388898,Ranula disorder (TM2),0.143,related
siddha-to-icd11-tm2,namaste-siddha,BAA,Vaḷi,icd11-tm2,985195023,Varicose ulcer disorder (TM2),0.138,related
siddha-to-icd11-tm2,namaste-siddha,BAA1.1,Akki,icd11-tm2,1606080290,Skin disorders (TM2),0.100,related
siddha-to-icd11-tm2,namaste-siddha,BAA1.1,Akki,icd11-tm2,1881501495,Stroke disorder (TM2),0.095,related
siddha-to-icd11-tm2,namaste-siddha,BAA1.1,Akki,icd11-tm2,1405861608,Anosmia disorder (TM2),0.091,related
siddha-to-icd11-tm2,namaste-siddha,BB,Akkuḷ Ericcal Kaṭṭi,icd11-tm2,262260792,Nocturnal urticaria disorder (TM2),0.206,related
siddha-to-icd11-tm2,namaste-siddha,BB,Akkuḷ Ericcal Kaṭṭi,icd11-tm2,633060687,Mukkuṟṟam aggravation and headache disorder (TM2),0.204,related
siddha-to-icd11-tm2,namaste-siddha,BB,Akkuḷ Ericcal Kaṭṭi,icd11-tm2,85602009,Cervicobrachial pain disorder (TM2),0.200,related
siddha-to-icd11-tm2,namaste-siddha,BBB1.1,Akkuḷ Ericcal Kaṭṭi,icd11-tm2,262260792,Nocturnal urticaria disorder (TM2),0.206,related
siddha-to-icd11-tm2,namaste-siddha,BBB1.1,Akkuḷ Ericcal Kaṭṭi,icd11-tm2,633060687,Mukkuṟṟam aggravation and headache disorder (TM2),0.204,related
siddha-to-icd11-tm2,namaste-siddha,BBB1.1,Akkuḷ Ericcal Kaṭṭi,icd11-tm2,85602009,Cervicobrachial pain disorder (TM2),0.200,related
siddha-to-icd11-tm2,namaste-siddha,BBB1.2,Akkuḷ Kaṭṭi,icd11-tm2,435722194,Fistula in ano disorder (TM2),0.172,related
siddha-to-icd11-tm2,namaste-siddha,BBB1.2,Akkuḷ Kaṭṭi,icd11-tm2,466297143,Pustules of pinna disorder (TM2),0.156,related
siddha-to-icd11-tm2,namaste-siddha,BBB1.2,Akkuḷ Kaṭṭi,icd11-tm2,800478037,Ocular pain disorder (TM2),0.154,related
siddha-to-icd11-tm2,namaste-siddha,BC,Kāl Āṇi,icd11-tm2,1209404767,Scalp pain disorder (TM2),0.120,related
siddha-to-icd11-tm2,namaste-siddha,BC,Kāl Āṇi,icd11-tm2,1603235450,Cold nerve disorder (TM2),0.120,related
siddha-to-icd11-tm2,namaste-siddha,BC,Kāl Āṇi,icd11-tm2,1885487516,Renal pain disorder (TM2),0.120,related
siddha-to-icd11-tm2,namaste-siddha,BCA,Vaḷi,icd11-tm2,2114808325,Wheal disorder (TM2),0.150,related
siddha-to-icd11-tm2,namaste-siddha,BCA,Vaḷi,icd11-tm2,490388898,Ranula disorder (TM2),0.143,related
siddha-to-icd11-tm2,namaste-siddha,BCA,Vaḷi,icd11-tm2,985195023,Varicose ulcer disorder (TM2),0.138,related
siddha-to-icd11-tm2,namaste-siddha,BCA1.1,Kāl Āṇi,icd11-tm2,1209404767,Scalp pain disorder (TM2),0.120,related
siddha-to-icd11-tm2,namaste-siddha,BCA1.1,Kāl Āṇi,icd11-tm2,1603235450,Cold nerve disorder (TM2),0.120,related
siddha-to-icd11-tm2,namaste-siddha,BCA1.1,Kāl Āṇi,icd11-tm2,1885487516,Renal pain disorder (TM2),0.120,related
siddha-to-icd11-tm2,namaste-siddha,BD,Kāḷañcakappaṭai,icd11-tm2,988193098,Aẕal and dyspepsia disorder (TM2),0.182,related
siddha-to-icd11-tm2,namaste-siddha,BD,Kāḷañcakappaṭai,icd11-tm2,1047219329,Cataract due to kapha disorder (TM2),0.167,related
siddha-to-icd11-tm2,namaste-siddha,BD,Kāḷañcakappaṭai,icd11-tm2,1270078591,Eyelid haematoma disorder (TM2),0.161,related
siddha-to-icd11-tm2,namaste-siddha,BDB1.1,Kāḷañcakappaṭai,icd11-tm2,988193098,Aẕal and dyspepsia disorder (TM2),0.182,related
siddha-to-icd11-tm2,namaste-siddha,BDB1.1,Kāḷañcakappaṭai,icd11-tm2,1047219329,Cataract due to kapha disorder (TM2),0.167,related
siddha-to-icd11-tm2,namaste-siddha,BDB1.1,Kāḷañcakappaṭai,icd11-tm2,1270078591,Eyelid haematoma disorder (TM2),0.161,related
siddha-to-icd11-tm2,namaste-siddha,BE,Kāṇākkaṭi,icd11-tm2,1759348926,Flank pain disorder (TM2),0.120,related
siddha-to-icd11-tm2,namaste-siddha,BE,Kāṇākkaṭi,icd11-tm2,1960944401,Black patch disorder (TM2),0.115,related
siddha-to-icd11-tm2,namaste-siddha,BE,Kāṇākkaṭi,icd11-tm2,2075637605,Prickly heat disorder (TM2),0.111,related
siddha-to-icd11-tm2,namaste-siddha,BEB1.1,Kāṇākkaṭi,icd11-tm2,1759348926,Flank pain disorder (TM2),0.120,related
siddha-to-icd11-tm2,namaste-siddha,BEB1.1,Kāṇākkaṭi,icd11-tm2,1960944401,Black patch disorder (TM2),0.115,related
siddha-to-icd11-tm2,namaste-siddha,BEB1.1,Kāṇākkaṭi,icd11-tm2,2075637605,Prickly heat disorder (TM2),0.111,related
siddha-to-icd11-tm2,namaste-siddha,BF,Karappāṉ,icd11-tm2,1338037818,Paraplegia disorder (TM2),0.160,related
siddha-to-icd11-tm2,namaste-siddha,BF,Karappāṉ,icd11-tm2,651856613,Nasal polyp disorder (TM2),0.154,related
siddha-to-icd11-tm2,namaste-siddha,BF,Karappāṉ,icd11-tm2,485325648,Paraphimosis disorder (TM2),0.148,related
siddha-to-icd11-tm2,namaste-siddha,BFA,Vaḷi,icd11-tm2,2114808325,Wheal disorder (TM2),0.150,related
siddha-to-icd11-tm2,namaste-siddha,BFA,Vaḷi,icd11-tm2,490388898,Ranula disorder (TM2),0.143,related
siddha-to-icd11-tm2,namaste-siddha,BFA,Vaḷi,icd11-tm2,985195023,Varicose ulcer disorder (TM2),0.138,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.1,Kapāla Karuṅkarappaṉ,icd11-tm2,624686137,Papilloma disorder (TM2),0.250,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.1,Kapāla Karuṅkarappaṉ,icd11-tm2,1269174210,Papillary trachoma disorder (TM2),0.242,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.1,Kapāla Karuṅkarappaṉ,icd11-tm2,490388898,Ranula disorder (TM2),0.238,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.2,Kaṇṭak Karappāṉ,icd11-tm2,673947354,Facial palsy disorder (TM2),0.185,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.2,Kaṇṭak Karappāṉ,icd11-tm2,569157910,Cataract disorder (TM2),0.174,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.2,Kaṇṭak Karappāṉ,icd11-tm2,1070522159,Heart weakness disorder (TM2),0.172,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.3,Timirvātak Karappāṉ,icd11-tm2,1507843407,Tremor neck disorder (TM2),0.231,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.3,Timirvātak Karappāṉ,icd11-tm2,486428659,Jaundice disorder with anasarca (TM2),0.216,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.3,Timirvātak Karappāṉ,icd11-tm2,507572759,Circumferential headache disorder (TM2),0.205,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.4,Vali Kapālak Karappāṉ,icd11-tm2,673947354,Facial palsy disorder (TM2),0.222,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.4,Vali Kapālak Karappāṉ,icd11-tm2,1488736834,Fig fruit like papules disorder (TM2),0.216,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.4,Vali Kapālak Karappāṉ,icd11-tm2,108709926,Palatal polyp disorder (TM2),0.214,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.5,Vaṟaṭcikkarappāṉ,icd11-tm2,792074787,Vaḷi aggravation and headache disorder (TM2),0.511,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.5,Vaṟaṭcikkarappāṉ,icd11-tm2,640173102,Peripheral neuritis due to derangement of Vaḷi disorder (TM2),0.511,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.5,Vaṟaṭcikkarappāṉ,icd11-tm2,1356232442,Pain in the ears due to aggrevation of Vaḷi disorder (TM2),0.511,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.6,Vātak Karappāṉ,icd11-tm2,248541167,Vertex disorder (TM2),0.190,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.6,Vātak Karappāṉ,icd11-tm2,2144939244,Genital pain disorder (TM2),0.185,related
siddha-to-icd11-tm2,namaste-siddha,BFA1.6,Vātak Karappāṉ,icd11-tm2,1373985328,Scrotal pain disorder (TM2),0.185,related
siddha-to-icd11-tm2,namaste-siddha,BFB,Azhal,icd11-tm2,1901778594,Anorectal disorders (TM2),0.120,related
siddha-to-icd11-tm2,namaste-siddha,BFB,Azhal,icd11-tm2,2005856821,Asthenic gastralgia disorder (TM2),0.118,related
siddha-to-icd11-tm2,namaste-siddha,BFB,Azhal,icd11-tm2,1488428775,Cephalalgia disorder (TM2),0.115,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.1,Akki Kātu Karappāṉ,icd11-tm2,1155257714,Ascites disorder due to Kapha (TM2),0.229,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.1,Akki Kātu Karappāṉ,icd11-tm2,616211879,Ascites disorder due to Vata (TM2),0.206,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.1,Akki Kātu Karappāṉ,icd11-tm2,651510970,Ano vesical fistula disorder (TM2),0.206,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.2,Aẕal Kapālak Karappāṉ,icd11-tm2,1640417330,Aggrevation of Aẕal causing neuralgia disorder (TM2),0.325,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.2,Aẕal Kapālak Karappāṉ,icd11-tm2,858983158,Aggrevation of Aẕal causing tremors disorder (TM2),0.325,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.2,Aẕal Kapālak Karappāṉ,icd11-tm2,1515966870,Pain in the ears due to aggrevation of Aẕal disorder (TM2),0.325,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.3,Aẕukaṇṇi Kātu Karappāṉ,icd11-tm2,916855720,Polyuria disorder due to Kapha (TM2),0.250,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.3,Aẕukaṇṇi Kātu Karappāṉ,icd11-tm2,1155257714,Ascites disorder due to Kapha (TM2),0.229,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.3,Aẕukaṇṇi Kātu Karappāṉ,icd11-tm2,486428659,Jaundice disorder with anasarca (TM2),0.216,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.4,Pittak Karappāṉ,icd11-tm2,1417299660,Ascites due to Pitta disorder (TM2),0.171,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.4,Pittak Karappāṉ,icd11-tm2,1336407411,Integumentary disorder due to pitta (TM2),0.146,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.4,Pittak Karappāṉ,icd11-tm2,1166926447,Integumentary disorder due to vata and pitta (TM2),0.140,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.5,koḷḷIkkarappāṉn,icd11-tm2,1304317005,Volvulus disorder (TM2),0.174,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.5,koḷḷIkkarappāṉn,icd11-tm2,187053776,Mole disorder (TM2),0.158,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.5,koḷḷIkkarappāṉn,icd11-tm2,1361484453,Boil disorder (TM2),0.158,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.6,Pokki Kātu Karappāṉ,icd11-tm2,916855720,Polyuria disorder due to Kapha (TM2),0.250,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.6,Pokki Kātu Karappāṉ,icd11-tm2,2115013762,Parosmia disorder (TM2),0.217,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.6,Pokki Kātu Karappāṉ,icd11-tm2,1280110553,Polyuria disorder (TM2),0.217,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.7,Coṟi Kātu Karappāṉ,icd11-tm2,2039884120,Chronic rhinitis disorder (TM2),0.226,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.7,Coṟi Kātu Karappāṉ,icd11-tm2,916855720,Polyuria disorder due to Kapha (TM2),0.222,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.7,Coṟi Kātu Karappāṉ,icd11-tm2,796584235,Chemosis disorder (TM2),0.217,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.8,Veṭi Kātu Karappāṉ,icd11-tm2,1155257714,Ascites disorder due to Kapha (TM2),0.229,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.8,Veṭi Kātu Karappāṉ,icd11-tm2,1018953738,Vaginal pruritus disorder (TM2),0.226,related
siddha-to-icd11-tm2,namaste-siddha,BFB1.8,Veṭi Kātu Karappāṉ,icd11-tm2,486428659,Jaundice disorder with anasarca (TM2),0.216,related
siddha-to-icd11-tm2,namaste-siddha,BFC1.1,Aiyak Kapāla Karappāṉ,icd11-tm2,651510970,Ano vesical fistula disorder (TM2),0.235,related
siddha-to-icd11-tm2,namaste-siddha,BFC1.1,Aiyak Kapāla Karappāṉ,icd11-tm2,801539496,Elevated papule disorder (TM2),0.233,related
siddha-to-icd11-tm2,namaste-siddha,BFC1.1,Aiyak Kapāla Karappāṉ,icd11-tm2,368851113,Fibroma of palate disorder (TM2),0.219,related
siddha-to-icd11-tm2,namaste-siddha,BFC1.2,Coṟi Kātu Karappāṉ,icd11-tm2,2039884120,Chronic rhinitis disorder (TM2),0.226,related
siddha-to-icd11-tm2,namaste-siddha,BFC1.2,Coṟi Kātu Karappāṉ,icd11-tm2,916855720,Polyuria disorder due to Kapha (TM2),0.222,related
siddha-to-icd11-tm2,namaste-siddha,BFC1.2,Coṟi Kātu Karappāṉ,icd11-tm2,796584235,Chemosis disorder (TM2),0.217,related
siddha-to-icd11-tm2,namaste-siddha,BFC1.3,Cilēttumakkarappāṉ,icd11-tm2,131994370,Cardiac asthma disorder (TM2),0.207,related
siddha-to-icd11-tm2,namaste-siddha,BFC1.3,Cilēttumakkarappāṉ,icd11-tm2,718639607,Cold heart dystemperament disorder (TM2),0.200,related
siddha-to-icd11-tm2,namaste-siddha,BFC1.3,Cilēttumakkarappāṉ,icd11-tm2,1270078591,Eyelid haematoma disorder (TM2),0.194,related
